==============================================================================
전략 고정번호 적중 목록 — 21~1235회 (맞은 것만)
==============================================================================
각 회차 직전 20회 데이터로 고정번호 후보를 재현하고, 그 회차 실제 당첨번호와 대조
🎲합계정밀·🤫분배회피는 고정번호가 없는 전략이라 대상에서 제외

    회차 |     날짜     |     맞은 번호 | 그 번호를 집은 전략
    91 | 2004-08-28 |        21 | 🚀미출현폭탄
    91 | 2004-08-28 |        29 | 🔁이월수
    90 | 2004-08-21 |        29 | 🔁이월수
    90 | 2004-08-21 |        38 | 🚀미출현폭탄, ✨최약끝수
    89 | 2004-08-14 |        26 | 🎯보너스추적
    89 | 2004-08-14 |        28 | ✨최약끝수
    89 | 2004-08-14 |        33 | 🎯보너스추적
    88 | 2004-08-07 |         1 | ✨최약끝수
    88 | 2004-08-07 |        41 | ✨최약끝수
    87 | 2004-07-31 |        12 | 🔁이월수
    86 | 2004-07-24 |        12 | 🔄휴식회귀
    86 | 2004-07-24 |        41 | ✨최약끝수
    85 | 2004-07-17 |        23 | 🔁이월수
    85 | 2004-07-17 |        31 | 🚀미출현폭탄, ✨최약끝수
    84 | 2004-07-10 |        23 | 🚀미출현폭탄
    84 | 2004-07-10 |        34 | 🔁이월수
    84 | 2004-07-10 |        45 | 🚀미출현폭탄
    83 | 2004-07-03 |         6 | 🎯보너스추적
    83 | 2004-07-03 |        15 | 🔄휴식회귀
    82 | 2004-06-26 |         1 | 🎯보너스추적, ✨최약끝수
    82 | 2004-06-26 |         2 | 🔄휴식회귀
    82 | 2004-06-26 |        14 | 🎯보너스추적
    82 | 2004-06-26 |        42 | 🚀미출현폭탄
    81 | 2004-06-19 |         5 | 🔄휴식회귀
    81 | 2004-06-19 |        11 | ✨최약끝수
    80 | 2004-06-12 |        24 | 🔁이월수
    80 | 2004-06-12 |        30 | 🔁이월수
    78 | 2004-05-29 |        13 | 🚀미출현폭탄
    78 | 2004-05-29 |        29 | 🔁이월수
    77 | 2004-05-22 |        29 | 🔄휴식회귀
    77 | 2004-05-22 |        43 | 🎯보너스추적
    76 | 2004-05-15 |         1 | 🚀미출현폭탄, ✨최약끝수
    76 | 2004-05-15 |        25 | 🔄휴식회귀
    75 | 2004-05-08 |        34 | 🚀미출현폭탄
    74 | 2004-05-01 |        15 | 🔄휴식회귀
    74 | 2004-05-01 |        18 | 🔁이월수
    74 | 2004-05-01 |        40 | 🔁이월수
    73 | 2004-04-24 |         3 | 🔄휴식회귀
    72 | 2004-04-17 |        11 | 🚀미출현폭탄, ✨최약끝수
    72 | 2004-04-17 |        26 | 🎯보너스추적
    71 | 2004-04-10 |         5 | 🔁이월수
    71 | 2004-04-10 |         9 | 🚀미출현폭탄
    71 | 2004-04-10 |        29 | 🔄휴식회귀
    71 | 2004-04-10 |        41 | ✨최약끝수
    70 | 2004-04-03 |         5 | 🔁이월수
    70 | 2004-04-03 |        19 | 🔁이월수
    70 | 2004-04-03 |        25 | 🔄휴식회귀
    70 | 2004-04-03 |        28 | 🚀미출현폭탄
    69 | 2004-03-27 |         5 | 🚀미출현폭탄
    69 | 2004-03-27 |         8 | 🔄휴식회귀
    69 | 2004-03-27 |        14 | 🔄휴식회귀
    69 | 2004-03-27 |        15 | 🔁이월수
    69 | 2004-03-27 |        39 | 🔁이월수
    68 | 2004-03-20 |        10 | 🔁이월수
    68 | 2004-03-20 |        15 | 🔁이월수
    68 | 2004-03-20 |        16 | 🔄휴식회귀
    68 | 2004-03-20 |        39 | 🎯보너스추적
    67 | 2004-03-13 |         3 | 🔁이월수
    67 | 2004-03-13 |         7 | 🔁이월수
    67 | 2004-03-13 |        10 | 🔄휴식회귀
    66 | 2004-03-06 |         2 | 🔄휴식회귀, ✨최약끝수
    66 | 2004-03-06 |        22 | ✨최약끝수
    65 | 2004-02-28 |        33 | 🔄휴식회귀
    65 | 2004-02-28 |        36 | 🔁이월수
    64 | 2004-02-21 |        21 | 🎯보너스추적
    64 | 2004-02-21 |        36 | 🔁이월수
    63 | 2004-02-14 |         3 | 🔁이월수
    62 | 2004-02-07 |         8 | 🎯보너스추적
    62 | 2004-02-07 |        15 | 🔁이월수
    61 | 2004-01-31 |        38 | 🔄휴식회귀
    60 | 2004-01-24 |         2 | ✨최약끝수
    60 | 2004-01-24 |        36 | 🔁이월수
    60 | 2004-01-24 |        39 | 🔁이월수
    60 | 2004-01-24 |        42 | ✨최약끝수
    59 | 2004-01-17 |         6 | 🎯보너스추적
    58 | 2004-01-10 |        10 | 🔁이월수
    58 | 2004-01-10 |        24 | 🚀미출현폭탄
    58 | 2004-01-10 |        25 | 🔁이월수
    58 | 2004-01-10 |        44 | 🔁이월수
    57 | 2004-01-03 |         7 | 🎯보너스추적
    57 | 2004-01-03 |        10 | 🔁이월수
    57 | 2004-01-03 |        29 | ✨최약끝수
    56 | 2003-12-27 |        10 | 🔄휴식회귀
    56 | 2003-12-27 |        31 | 🔁이월수
    56 | 2003-12-27 |        37 | 🎯보너스추적, 🔁이월수
    55 | 2003-12-20 |        21 | 🔁이월수
    55 | 2003-12-20 |        37 | 🎯보너스추적
    55 | 2003-12-20 |        44 | ✨최약끝수
    54 | 2003-12-13 |         1 | 🎯보너스추적
    54 | 2003-12-13 |         8 | 🔁이월수
    54 | 2003-12-13 |        39 | 🔁이월수
    53 | 2003-12-06 |        39 | ✨최약끝수
    52 | 2003-11-29 |         2 | 🔁이월수
    52 | 2003-11-29 |        16 | 🔁이월수
    52 | 2003-11-29 |        29 | 🚀미출현폭탄, ✨최약끝수
    51 | 2003-11-22 |         2 | 🔁이월수
    51 | 2003-11-22 |         3 | 🎯보너스추적
    51 | 2003-11-22 |        44 | 🔁이월수
    50 | 2003-11-15 |         2 | ✨최약끝수
    50 | 2003-11-15 |        12 | 🚀미출현폭탄, ✨최약끝수
    50 | 2003-11-15 |        22 | ✨최약끝수
    49 | 2003-11-08 |         7 | 🔄휴식회귀
    49 | 2003-11-08 |        40 | 🔄휴식회귀
    48 | 2003-11-01 |        18 | 🔄휴식회귀
    48 | 2003-11-01 |        26 | 🔁이월수
    48 | 2003-11-01 |        37 | 🔄휴식회귀
    47 | 2003-10-25 |        17 | 🎯보너스추적
    47 | 2003-10-25 |        26 | 🔄휴식회귀
    47 | 2003-10-25 |        31 | 🔁이월수
    45 | 2003-10-11 |         1 | 🎯보너스추적
    44 | 2003-10-04 |        38 | 🔁이월수
    44 | 2003-10-04 |        45 | 🚀미출현폭탄
    43 | 2003-09-27 |         6 | 🎯보너스추적
    43 | 2003-09-27 |        31 | 🚀미출현폭탄
    42 | 2003-09-20 |        23 | 🔁이월수
    42 | 2003-09-20 |        32 | ✨최약끝수
    41 | 2003-09-13 |        13 | 🔁이월수
    41 | 2003-09-13 |        38 | 🚀미출현폭탄
    40 | 2003-09-06 |         7 | 🔁이월수
    40 | 2003-09-06 |        13 | 🔁이월수
    40 | 2003-09-06 |        18 | 🔄휴식회귀
    40 | 2003-09-06 |        19 | ✨최약끝수
    39 | 2003-08-30 |        15 | 🚀미출현폭탄
    39 | 2003-08-30 |        21 | ✨최약끝수
    39 | 2003-08-30 |        43 | 🔁이월수
    38 | 2003-08-23 |        16 | 🚀미출현폭탄
    38 | 2003-08-23 |        22 | 🚀미출현폭탄
    38 | 2003-08-23 |        30 | 🔁이월수
    38 | 2003-08-23 |        37 | 🔁이월수
    36 | 2003-08-09 |         1 | ✨최약끝수
    36 | 2003-08-09 |        26 | 🔁이월수
    35 | 2003-08-02 |         2 | 🎯보너스추적
    35 | 2003-08-02 |        11 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
    35 | 2003-08-02 |        26 | 🔁이월수
    35 | 2003-08-02 |        37 | 🔁이월수
    34 | 2003-07-26 |         9 | 🎯보너스추적
    34 | 2003-07-26 |        37 | 🔄휴식회귀
    34 | 2003-07-26 |        40 | 🔁이월수
    33 | 2003-07-19 |         4 | 🎯보너스추적, 🔄휴식회귀
    33 | 2003-07-19 |        32 | 🎯보너스추적
    33 | 2003-07-19 |        41 | 🚀미출현폭탄, ✨최약끝수
    32 | 2003-07-12 |         6 | 🔄휴식회귀
    31 | 2003-07-05 |         7 | 🔄휴식회귀
    31 | 2003-07-05 |         9 | ✨최약끝수
    31 | 2003-07-05 |        35 | 🔁이월수
    30 | 2003-06-28 |        17 | 🔄휴식회귀
    29 | 2003-06-21 |         1 | 🎯보너스추적
    29 | 2003-06-21 |        34 | 🚀미출현폭탄
    29 | 2003-06-21 |        39 | ✨최약끝수
    28 | 2003-06-14 |        37 | 🔁이월수
    27 | 2003-06-07 |         1 | ✨최약끝수
    27 | 2003-06-07 |        20 | 🔁이월수
    27 | 2003-06-07 |        28 | 🚀미출현폭탄
    27 | 2003-06-07 |        37 | 🔄휴식회귀
    26 | 2003-05-31 |         4 | 🔁이월수
    26 | 2003-05-31 |        25 | 🔄휴식회귀
    25 | 2003-05-24 |        21 | ✨최약끝수
    25 | 2003-05-24 |        43 | 🔁이월수
    25 | 2003-05-24 |        44 | 🎯보너스추적
    24 | 2003-05-17 |         8 | ✨최약끝수
    23 | 2003-05-10 |         5 | 🔁이월수
    23 | 2003-05-10 |        17 | 🔁이월수
    23 | 2003-05-10 |        18 | ✨최약끝수
    22 | 2003-05-03 |         5 | 🚀미출현폭탄
    22 | 2003-05-03 |         6 | 🔁이월수
    22 | 2003-05-03 |         8 | ✨최약끝수
    22 | 2003-05-03 |        17 | 🔁이월수
    21 | 2003-04-26 |        18 | 🔁이월수, ✨최약끝수

==============================================================================
전략별 총 적중 횟수 요약
==============================================================================
전략                 적중 횟수      총 후보 수       적중률      기대 13.33% 대비
------------------------------------------------------------------
🔁이월수               1,000       7,290    13.72%            +0.38%p
✨최약끝수                675       5,173    13.05%            -0.28%p
🎯보너스추적               472       3,643    12.96%            -0.38%p
🔄휴식회귀                441       3,444    12.80%            -0.53%p
🚀미출현폭탄               368       2,890    12.73%            -0.60%p
------------------------------------------------------------------
합계                 2,956      22,440    13.17%            -0.16%p

목록 줄 수(회차·번호 조합): 2,644줄
적중이 1개 이상 있던 회차: 1,140 / 1,215회 (93.8%)
